food_id,source,usda_food_id,name_zh,name_en,protein_g_per_100g,fat_g_per_100g,carbs_g_per_100g,gi,gi_level,gi_source,gi_match_note,category,translation_note
sr_legacy_168354,sr_legacy,168354,腌制含天然肉汁火腿，螺旋切片，无骨，可分离瘦肉和脂肪，加热，烤制,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, heated, roasted",22.18,5.1,1.06,,,,,Pork Products,
sr_legacy_168355,sr_legacy,168355,腌制含天然肉汁火腿，整块，无骨，可分离瘦肉和脂肪，加热，烤制,"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, heated, roasted",20.54,3.13,0.84,,,,,Pork Products,
sr_legacy_168356,sr_legacy,168356,腌制火腿，臀部，带骨，可分离瘦肉和脂肪，加热，烤制,"Pork, cured, ham, rump, bone-in, separable lean and fat, heated, roasted",23.95,8.88,0.64,,,,,Pork Products,
sr_legacy_168357,sr_legacy,168357,腌制火腿，小腿部，带骨，可分离瘦肉和脂肪，加热，烤制,"Pork, cured, ham, shank, bone-in, separable lean and fat, heated, roasted",24.39,9.35,0.64,,,,,Pork Products,
sr_legacy_168358,sr_legacy,168358,腌制火腿，小腿部，带骨，可分离瘦肉和脂肪，未加热,"Pork, cured, ham, shank, bone-in, separable lean and fat, unheated",21.61,9.85,0.41,,,,,Pork Products,
sr_legacy_168359,sr_legacy,168359,腌制火腿，切片，带骨，可分离瘦肉和脂肪，加热，煎烤,"Pork, cured, ham, slice, bone-in, separable lean and fat, heated, pan-broil",25.48,8.48,0.7,,,,,Pork Products,
sr_legacy_168360,sr_legacy,168360,腌制火腿，切片，带骨，仅可分离瘦肉，未加热,"Pork, cured, ham, slice, bone-in, separable lean only, unheated",24.36,3.59,0,,,,,Pork Products,
sr_legacy_168361,sr_legacy,168361,鲜调理保水猪里脊肉，仅可分离瘦肉，生,"Pork, fresh, enhanced, loin, tenderloin, separable lean only, raw",20.39,2.09,0,,,,,Pork Products,
sr_legacy_168362,sr_legacy,168362,鲜猪肩肉（Boston butt 肩胛上部），肩胛端肉排，仅可分离瘦肉，添加保水液，熟，炖煮,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution cooked, braised",27.58,12.14,0,,,,,Pork Products,Boston butt 为美式猪肩胛上部切法，保留英文便于核对
sr_legacy_168363,sr_legacy,168363,鲜猪肩肉（Boston butt 肩胛上部），肩胛端肉排，仅可分离瘦肉，添加保水液，生,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution, raw",18.29,5.36,0.18,,,,,Pork Products,Boston butt 为美式猪肩胛上部切法，保留英文便于核对
sr_legacy_168364,sr_legacy,168364,鲜猪上腰脊猪排，无骨，仅可分离瘦肉，添加保水液，熟，炙烤,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, broiled",29.65,5.73,0,,,,,Pork Products,
sr_legacy_168365,sr_legacy,168365,鲜猪肩肉（Boston butt 肩胛上部），肩胛端肉排，可分离瘦肉和脂肪，添加保水液，生,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat,with added solution, raw",17.19,11.12,0.16,,,,,Pork Products,Boston butt 为美式猪肩胛上部切法，保留英文便于核对
sr_legacy_168366,sr_legacy,168366,鲜猪肩肉（Boston butt 肩胛上部），肩胛端肉排，可分离瘦肉和脂肪，添加保水液，熟，炖煮,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, with added solution, cooked, braised",25.84,16.94,0.03,,,,,Pork Products,Boston butt 为美式猪肩胛上部切法，保留英文便于核对
sr_legacy_168367,sr_legacy,168367,腌制火腿，臀部，带骨，可分离瘦肉和脂肪，未加热,"Pork, cured, ham, rump, bone-in, separable lean and fat, unheated",22.27,9.38,0.52,,,,,Pork Products,
sr_legacy_168368,sr_legacy,168368,猪腰脊肉，后腿上盖肉排，无骨，可分离瘦肉和脂肪，熟，炙烤,"Pork, loin, leg cap steak, boneless, separable lean and fat, cooked, broiled",27.57,4.41,0,,,,,Pork Products,
sr_legacy_168369,sr_legacy,168369,猪肩小嫩肉，无骨，可分离瘦肉和脂肪，生,"Pork, Shoulder petite tender, boneless, separable lean and fat, raw",21.65,3.91,0,,,,,Pork Products,
sr_legacy_168370,sr_legacy,168370,猪后腿沙朗尖烤肉块，无骨，可分离瘦肉和脂肪，熟，炖煮,"Pork, Leg sirloin tip roast, boneless, separable lean and fat, cooked, braised",31.11,2.56,0,,,,,Pork Products,
sr_legacy_168371,sr_legacy,168371,猪后腿沙朗尖烤肉块，无骨，可分离瘦肉和脂肪，生,"Pork, Leg sirloin tip roast, boneless, separable lean and fat, raw",22.88,1.71,0,,,,,Pork Products,
sr_legacy_168372,sr_legacy,168372,猪肉末，84%瘦肉/16%脂肪，生,"Pork, ground, 84% lean / 16% fat, raw",17.99,16,0.44,,,,,Pork Products,
sr_legacy_168373,sr_legacy,168373,猪肉末，72%瘦肉/28%脂肪，熟，煎烤,"Pork, ground, 72% lean / 28% fat, cooked, pan-broiled",22.59,31.42,1.08,,,,,Pork Products,
sr_legacy_168374,sr_legacy,168374,猪肉末，84%瘦肉/16%脂肪，熟，煎烤,"Pork, ground, 84% lean / 16% fat, cooked, pan-broiled",27.14,21.39,0,,,,,Pork Products,
sr_legacy_168375,sr_legacy,168375,猪肉末，96%瘦肉/4%脂肪，熟，煎烤,"Pork, ground, 96% lean / 4% fat, cooked, pan-broiled",31.69,6.2,0.57,,,,,Pork Products,
sr_legacy_168376,sr_legacy,168376,鲜猪腰脊背肋排，带骨，仅瘦肉，生,"Pork loin, fresh, backribs, bone-in, raw, lean only",20.85,9.84,0,,,,,Pork Products,
sr_legacy_168377,sr_legacy,168377,鲜猪腰脊背肋排，带骨，仅瘦肉，熟，烤制,"Pork loin, fresh, backribs, bone-in, cooked-roasted, lean only",24.15,17.65,0,,,,,Pork Products,
sr_legacy_168378,sr_legacy,168378,鲜猪腰脊乡村式肋排，仅可分离瘦肉，带骨，熟，炙烤,"Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, broiled",27.83,11.65,0,,,,,Pork Products,
sr_legacy_168379,sr_legacy,168379,鲜猪腰脊乡村式肋排，仅可分离瘦肉，无骨，熟，烤制,"Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, roasted",29.2,11.38,0,,,,,Pork Products,
sr_legacy_168380,sr_legacy,168380,鲜猪肩胛部，猪排，无骨，可分离瘦肉和脂肪，熟，炙烤,"Pork, fresh, blade, (chops), boneless, separable lean and fat, cooked, broiled",24.73,11.13,0.83,,,,,Pork Products,
sr_legacy_168381,sr_legacy,168381,鲜猪腰脊肩胛端猪排或烤肉块，无骨，可分离瘦肉和脂肪，生,"Pork, fresh, loin, blade (chops or roasts), boneless, separable lean and fat only, raw",20.54,7.94,0.76,,,,,Pork Products,
sr_legacy_168382,sr_legacy,168382,培根，预切片，低钠，未烹调,"Bacon, pre-sliced, reduced/low sodium, unprepared",12.53,39.27,0.83,,,,,Pork Products,
sr_legacy_168383,sr_legacy,168383,加拿大培根，熟，煎制,"Canadian bacon, cooked, pan-fried",28.31,2.78,1.8,,,,,Pork Products,
sr_legacy_168384,sr_legacy,168384,苜蓿芽，生,"Alfalfa seeds, sprouted, raw",3.99,0.69,2.1,,,,,Vegetables and Vegetable Products,
sr_legacy_168385,sr_legacy,168385,苋菜叶，生,"Amaranth leaves, raw",2.46,0.33,4.02,,,,,Vegetables and Vegetable Products,
sr_legacy_168386,sr_legacy,168386,洋蓟，熟，水煮，沥干，不加盐,"Artichokes, (globe or french), cooked, boiled, drained, without salt",2.89,0.34,11.95,,,,,Vegetables and Vegetable Products,
sr_legacy_168387,sr_legacy,168387,洋蓟，冷冻，未烹调,"Artichokes, (globe or french), frozen, unprepared",2.63,0.43,7.75,,,,,Vegetables and Vegetable Products,
sr_legacy_168388,sr_legacy,168388,洋蓟，冷冻，熟，水煮，沥干，不加盐,"Artichokes, (globe or french), frozen, cooked, boiled, drained, without salt",3.11,0.5,9.18,,,,,Vegetables and Vegetable Products,
sr_legacy_168389,sr_legacy,168389,芦笋，生,"Asparagus, raw",2.2,0.12,3.88,,,,,Vegetables and Vegetable Products,
sr_legacy_168390,sr_legacy,168390,芦笋，熟，水煮，沥干,"Asparagus, cooked, boiled, drained",2.4,0.22,4.11,,,,,Vegetables and Vegetable Products,
sr_legacy_168391,sr_legacy,168391,苦瓜嫩叶，生,"Balsam-pear (bitter gourd), leafy tips, raw",5.3,0.69,3.29,,,,,Vegetables and Vegetable Products,balsam-pear 按苦瓜处理
sr_legacy_168392,sr_legacy,168392,苦瓜嫩叶，熟，水煮，沥干，不加盐,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",3.6,0.2,6.68,,,,,Vegetables and Vegetable Products,balsam-pear 按苦瓜处理
sr_legacy_168393,sr_legacy,168393,苦瓜，生,"Balsam-pear (bitter gourd), pods, raw",1.0,0.17,3.7,,,,,Vegetables and Vegetable Products,balsam-pear 按苦瓜处理
sr_legacy_168394,sr_legacy,168394,苦瓜，熟，水煮，沥干，不加盐,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",0.84,0.18,4.32,,,,,Vegetables and Vegetable Products,balsam-pear 按苦瓜处理
sr_legacy_168395,sr_legacy,168395,腰豆芽，熟，水煮，沥干，不加盐,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",4.83,0.58,4.72,,,,,Vegetables and Vegetable Products,
sr_legacy_168396,sr_legacy,168396,嫩利马豆，生,"Lima beans, immature seeds, raw",6.84,0.86,20.17,,,,,Vegetables and Vegetable Products,
sr_legacy_168397,sr_legacy,168397,黄甜玉米，罐装，沥干固形物，自来水冲洗,"Corn, sweet, yellow, canned, drained solids, rinsed with tap water",2.18,1.43,13.02,,,,,Vegetables and Vegetable Products,
sr_legacy_168398,sr_legacy,168398,黄甜玉米，冷冻，脱粒，未烹调,"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared (Includes foods for USDA's Food Distribution Program)",3.02,0.78,20.71,,,,,Vegetables and Vegetable Products,原名包含USDA食品分发项目说明，中文名中已省略
sr_legacy_168399,sr_legacy,168399,黄甜玉米，冷冻，水煮，沥干，不加盐，脱粒,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",2.55,0.67,19.3,,,,,Vegetables and Vegetable Products,
sr_legacy_168400,sr_legacy,168400,黄甜玉米，冷冻，带芯，未烹调,"Corn, sweet, yellow, frozen, kernels on cob, unprepared",3.28,0.78,23.5,,,,,Vegetables and Vegetable Products,
sr_legacy_168401,sr_legacy,168401,黄甜玉米，冷冻，熟，水煮，沥干，不加盐，带芯,"Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, without salt",3.11,0.74,22.33,,,,,Vegetables and Vegetable Products,
sr_legacy_168402,sr_legacy,168402,嫩黑眼豆，熟，水煮，沥干，不加盐,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt",3.17,0.38,20.32,,,,,Vegetables and Vegetable Products,cowpeas 按豇豆/黑眼豆语境处理
sr_legacy_168403,sr_legacy,168403,嫩黑眼豆，冷冻，未烹调,"Cowpeas (blackeyes), immature seeds, frozen, unprepared",8.98,0.7,25.13,,,,,Vegetables and Vegetable Products,cowpeas 按豇豆/黑眼豆语境处理
sr_legacy_168404,sr_legacy,168404,嫩黑眼豆，冷冻，熟，水煮，沥干，不加盐,"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt",8.49,0.66,23.76,,,,,Vegetables and Vegetable Products,cowpeas 按豇豆/黑眼豆语境处理
sr_legacy_168405,sr_legacy,168405,豇豆嫩荚带籽，生,"Cowpeas, young pods with seeds, raw",3.3,0.3,9.5,,,,,Vegetables and Vegetable Products,cowpeas 按豇豆/黑眼豆语境处理
sr_legacy_168406,sr_legacy,168406,豇豆嫩叶，熟，水煮，沥干，不加盐,"Cowpeas, leafy tips, cooked, boiled, drained, without salt",4.67,0.1,2.8,,,,,Vegetables and Vegetable Products,cowpeas 按豇豆/黑眼豆语境处理
sr_legacy_168407,sr_legacy,168407,园水芹（garden cress），生,"Cress, garden, raw",2.6,0.7,5.5,,,,,Vegetables and Vegetable Products,
sr_legacy_168408,sr_legacy,168408,园水芹（garden cress），熟，水煮，沥干，不加盐,"Cress, garden, cooked, boiled, drained, without salt",1.9,0.6,3.8,,,,,Vegetables and Vegetable Products,
sr_legacy_168409,sr_legacy,168409,黄瓜，带皮，生,"Cucumber, with peel, raw",0.65,0.11,3.63,,,,,Vegetables and Vegetable Products,保留去皮/带皮信息，方便搜索和营养区分
sr_legacy_168410,sr_legacy,168410,毛豆，冷冻，未烹调,"Edamame, frozen, unprepared",11.22,4.73,7.61,,,,,Vegetables and Vegetable Products,
sr_legacy_168411,sr_legacy,168411,毛豆，冷冻，已制备,"Edamame, frozen, prepared",11.91,5.2,8.91,,,,,Vegetables and Vegetable Products,
sr_legacy_168412,sr_legacy,168412,苦苣，生,"Endive, raw",1.25,0.2,3.35,,,,,Vegetables and Vegetable Products,
sr_legacy_168413,sr_legacy,168413,阔叶苦苣，熟，水煮，沥干，无添加盐,"Escarole, cooked, boiled, drained, no salt added",1.15,0.18,3.07,,,,,Vegetables and Vegetable Products,
sr_legacy_168414,sr_legacy,168414,丝瓜，生,"Gourd, dishcloth (towelgourd), raw",1.2,0.2,4.35,,,,,Vegetables and Vegetable Products,
sr_legacy_168415,sr_legacy,168415,丝瓜，熟，水煮，沥干，不加盐,"Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt",0.66,0.34,14.34,,,,,Vegetables and Vegetable Products,
sr_legacy_168416,sr_legacy,168416,辣木叶，生,"Drumstick leaves, raw",9.4,1.4,8.28,,,,,Vegetables and Vegetable Products,
sr_legacy_168417,sr_legacy,168417,辣木叶，熟，水煮，沥干，不加盐,"Drumstick leaves, cooked, boiled, drained, without salt",5.27,0.93,11.15,,,,,Vegetables and Vegetable Products,
sr_legacy_168418,sr_legacy,168418,Pepeao（夏威夷木耳），干,"Pepeao, dried",4.82,0.44,81.03,,,,,Vegetables and Vegetable Products,Pepeao 为夏威夷常见的木耳类食材，保留英文便于核对
sr_legacy_168419,sr_legacy,168419,黄麻叶，生,"Jute, potherb, raw",4.65,0.25,5.8,,,,,Vegetables and Vegetable Products,少见食材，中文名按常见译名处理，保留英文/别名便于核对
sr_legacy_168420,sr_legacy,168420,黄麻叶，熟，水煮，沥干，不加盐,"Jute, potherb, cooked, boiled, drained, without salt",3.68,0.2,7.29,,,,,Vegetables and Vegetable Products,少见食材，中文名按常见译名处理，保留英文/别名便于核对
sr_legacy_168421,sr_legacy,168421,羽衣甘蓝，生,"Kale, raw",2.92,1.49,4.42,,,,,Vegetables and Vegetable Products,
sr_legacy_168422,sr_legacy,168422,鸡油菌，生,"Mushrooms, Chanterelle, raw",1.49,0.53,6.86,,,,,Vegetables and Vegetable Products,
sr_legacy_168423,sr_legacy,168423,羊肚菌，生,"Mushrooms, morel, raw",3.12,0.57,5.1,,,,,Vegetables and Vegetable Products,
sr_legacy_168424,sr_legacy,168424,苤蓝，生,"Kohlrabi, raw",1.7,0.1,6.2,,,,,Vegetables and Vegetable Products,
sr_legacy_168425,sr_legacy,168425,苤蓝，熟，水煮，沥干，不加盐,"Kohlrabi, cooked, boiled, drained, without salt",1.8,0.11,6.69,,,,,Vegetables and Vegetable Products,
sr_legacy_168426,sr_legacy,168426,韭葱，熟，水煮，沥干，不加盐,"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt",0.81,0.2,7.62,,,,,Vegetables and Vegetable Products,
sr_legacy_168427,sr_legacy,168427,扁豆芽，生,"Lentils, sprouted, raw",8.96,0.55,22.14,,,,,Vegetables and Vegetable Products,
sr_legacy_168428,sr_legacy,168428,扁豆芽，熟，炒，不加盐,"Lentils, sprouted, cooked, stir-fried, without salt",8.8,0.45,21.25,,,,,Vegetables and Vegetable Products,
sr_legacy_168429,sr_legacy,168429,奶油生菜，生,"Lettuce, butterhead (includes boston and bibb types), raw",1.35,0.22,2.23,,,,,Vegetables and Vegetable Products,
sr_legacy_168430,sr_legacy,168430,莲藕，熟，水煮，沥干，不加盐,"Lotus root, cooked, boiled, drained, without salt",1.58,0.07,16.02,,,,,Vegetables and Vegetable Products,
sr_legacy_168431,sr_legacy,168431,红叶生菜，生,"Lettuce, red leaf, raw",1.33,0.22,2.26,,,,,Vegetables and Vegetable Products,
sr_legacy_168432,sr_legacy,168432,山药（夏威夷），生,"Mountain yam, hawaii, raw",1.34,0.1,16.3,,,,,Vegetables and Vegetable Products,mountain yam 可能与中文山药品种不完全相同，保留夏威夷信息
sr_legacy_168433,sr_legacy,168433,山药（夏威夷），熟，蒸，不加盐,"Mountain yam, hawaii, cooked, steamed, without salt",1.73,0.08,20.0,,,,,Vegetables and Vegetable Products,mountain yam 可能与中文山药品种不完全相同，保留夏威夷信息
sr_legacy_168434,sr_legacy,168434,褐蘑菇（crimini），生,"Mushrooms, brown, italian, or crimini, raw",2.5,0.1,4.3,,,,,Vegetables and Vegetable Products,
sr_legacy_168435,sr_legacy,168435,香菇，炒,"Mushrooms, shiitake, stir-fried",3.45,0.35,7.68,,,,,Vegetables and Vegetable Products,
sr_legacy_168436,sr_legacy,168436,香菇，干,"Mushrooms, shiitake, dried",9.58,0.99,75.37,,,,,Vegetables and Vegetable Products,
sr_legacy_168437,sr_legacy,168437,香菇，熟，不加盐,"Mushrooms, shiitake, cooked, without salt",1.56,0.22,14.39,,,,,Vegetables and Vegetable Products,
sr_legacy_168438,sr_legacy,168438,芥菜菠菜（tendergreen），生,"Mustard spinach, (tendergreen), raw",2.2,0.3,3.9,,,,,Vegetables and Vegetable Products,
sr_legacy_168439,sr_legacy,168439,芥菜菠菜（tendergreen），熟，水煮，沥干，不加盐,"Mustard spinach, (tendergreen), cooked, boiled, drained, without salt",1.7,0.2,2.8,,,,,Vegetables and Vegetable Products,
sr_legacy_168442,sr_legacy,168442,炸薯条，加工时加盐，冷冻，未烹调,"Potatoes, french fried, all types, salt added in processing, frozen, unprepared",2.24,4.66,24.81,,,,,Vegetables and Vegetable Products,
sr_legacy_168443,sr_legacy,168443,土豆角，冷冻,"Potato wedges, frozen (Includes foods for USDA's Food Distribution Program)",2.7,2.2,25.46,,,,,Vegetables and Vegetable Products,
sr_legacy_168444,sr_legacy,168444,粗切炸薯条（steak fries），加工时加盐，冷冻，购买状态,"Potatoes, french fried, steak fries, salt added in processing, frozen, as purchased",2.19,3.39,23.51,,,,,Vegetables and Vegetable Products,保留 steak fries 便于核对切法
sr_legacy_168445,sr_legacy,168445,粗切炸薯条（steak fries），加工时加盐，冷冻，烤箱加热,"Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated",2.57,3.76,26.98,,,,,Vegetables and Vegetable Products,保留 steak fries 便于核对切法
sr_legacy_168446,sr_legacy,168446,马铃薯粉,Potato flour,6.9,0.34,83.1,,,,,Vegetables and Vegetable Products,
sr_legacy_168447,sr_legacy,168447,南瓜叶，煮熟，沥干，不加盐,"Pumpkin leaves, cooked, boiled, drained, without salt",2.72,0.22,3.39,,,,,Vegetables and Vegetable Products,
sr_legacy_168448,sr_legacy,168448,南瓜，生,"Pumpkin, raw",1.0,0.1,6.5,,,,,Vegetables and Vegetable Products,
sr_legacy_168449,sr_legacy,168449,南瓜，煮熟，沥干，不加盐,"Pumpkin, cooked, boiled, drained, without salt",0.72,0.07,4.9,,,,,Vegetables and Vegetable Products,
sr_legacy_168450,sr_legacy,168450,南瓜，罐装，不加盐,"Pumpkin, canned, without salt",1.1,0.28,8.09,,,,,Vegetables and Vegetable Products,
sr_legacy_168451,sr_legacy,168451,白萝卜/东方萝卜，生,"Radishes, oriental, raw",0.6,0.1,4.1,,,,,Vegetables and Vegetable Products,
sr_legacy_168452,sr_legacy,168452,白萝卜/东方萝卜，煮熟，沥干，不加盐,"Radishes, oriental, cooked, boiled, drained, without salt",0.67,0.24,3.43,,,,,Vegetables and Vegetable Products,
sr_legacy_168453,sr_legacy,168453,白萝卜/东方萝卜，干,"Radishes, oriental, dried",7.9,0.72,63.37,,,,,Vegetables and Vegetable Products,
sr_legacy_168454,sr_legacy,168454,芜菁甘蓝，生,"Rutabagas, raw",1.08,0.16,8.62,,,,,Vegetables and Vegetable Products,
sr_legacy_168455,sr_legacy,168455,芜菁甘蓝，煮熟，沥干，不加盐,"Rutabagas, cooked, boiled, drained, without salt",0.93,0.18,6.84,,,,,Vegetables and Vegetable Products,
sr_legacy_168456,sr_legacy,168456,爱尔兰苔藓海藻，生,"Seaweed, irishmoss, raw",1.51,0.16,12.29,,,,,Vegetables and Vegetable Products,
sr_legacy_168457,sr_legacy,168457,海带，生,"Seaweed, kelp, raw",1.68,0.56,9.57,,,,,Vegetables and Vegetable Products,
sr_legacy_168458,sr_legacy,168458,紫菜，生,"Seaweed, laver, raw",5.81,0.28,5.11,,,,,Vegetables and Vegetable Products,
sr_legacy_168459,sr_legacy,168459,田菁花，生,"Sesbania flower, raw",1.28,0.04,6.73,,,,,Vegetables and Vegetable Products,Sesbania flower 为东南亚常见食用花，中文名称可能因地区不同而异
sr_legacy_168460,sr_legacy,168460,黄豆芽，蒸熟,"Soybeans, mature seeds, sprouted, cooked, steamed",8.47,4.45,6.53,,,,,Vegetables and Vegetable Products,
sr_legacy_168461,sr_legacy,168461,黄豆芽，炒熟,"Soybeans, mature seeds, sprouted, cooked, stir-fried",13.1,7.1,9.4,,,,,Vegetables and Vegetable Products,
sr_legacy_168462,sr_legacy,168462,菠菜，生,"Spinach, raw",2.86,0.39,3.63,,,,,Vegetables and Vegetable Products,
sr_legacy_168463,sr_legacy,168463,菠菜，煮熟，沥干，不加盐,"Spinach, cooked, boiled, drained, without salt",2.97,0.26,3.75,,,,,Vegetables and Vegetable Products,
sr_legacy_168464,sr_legacy,168464,夏南瓜，弯颈和直颈品种，生,"Squash, summer, crookneck and straightneck, raw",1.01,0.27,3.88,,,,,Vegetables and Vegetable Products,
sr_legacy_168465,sr_legacy,168465,夏南瓜，弯颈和直颈品种，煮熟，沥干，不加盐,"Squash, summer, crookneck and straightneck, cooked, boiled, drained, without salt",1.04,0.39,3.79,,,,,Vegetables and Vegetable Products,
sr_legacy_168466,sr_legacy,168466,夏南瓜，弯颈和直颈品种，罐装，沥干，不加盐,"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt",0.61,0.07,2.96,,,,,Vegetables and Vegetable Products,
sr_legacy_168467,sr_legacy,168467,夏南瓜，弯颈和直颈品种，冷冻，未烹调,"Squash, summer, crookneck and straightneck, frozen, unprepared",0.83,0.14,4.8,,,,,Vegetables and Vegetable Products,
sr_legacy_168468,sr_legacy,168468,夏南瓜，弯颈和直颈品种，冷冻，煮熟，沥干，不加盐,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",1.28,0.2,5.54,,,,,Vegetables and Vegetable Products,
sr_legacy_168469,sr_legacy,168469,西葫芦，带皮，冷冻，未烹调,"Squash, summer, zucchini, includes skin, frozen, unprepared",1.16,0.13,3.58,,,,,Vegetables and Vegetable Products,
sr_legacy_168470,sr_legacy,168470,西葫芦，带皮，冷冻，煮熟，沥干，不加盐,"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt",1.15,0.13,3.56,,,,,Vegetables and Vegetable Products,
sr_legacy_168471,sr_legacy,168471,西葫芦，意式风味，罐装,"Squash, summer, zucchini, italian style, canned",1.03,0.11,6.85,,,,,Vegetables and Vegetable Products,
sr_legacy_168472,sr_legacy,168472,橡果南瓜，生,"Squash, winter, acorn, raw",0.8,0.1,10.42,,,,,Vegetables and Vegetable Products,
sr_legacy_168473,sr_legacy,168473,奶油南瓜，冷冻，未烹调,"Squash, winter, butternut, frozen, unprepared",1.76,0.1,14.41,,,,,Vegetables and Vegetable Products,
sr_legacy_168474,sr_legacy,168474,奶油南瓜，冷冻，煮熟，不加盐,"Squash, winter, butternut, frozen, cooked, boiled, without salt",1.23,0.07,10.05,,,,,Vegetables and Vegetable Products,
sr_legacy_168475,sr_legacy,168475,哈伯德南瓜，生,"Squash, winter, hubbard, raw",2.0,0.5,8.7,,,,,Vegetables and Vegetable Products,Hubbard 为冬南瓜品种，保留译名便于核对
sr_legacy_168476,sr_legacy,168476,哈伯德南瓜，烤熟，不加盐,"Squash, winter, hubbard, baked, without salt",2.48,0.62,10.81,,,,,Vegetables and Vegetable Products,Hubbard 为冬南瓜品种，保留译名便于核对
sr_legacy_168477,sr_legacy,168477,玉米利马豆杂烩（succotash），煮熟，沥干，不加盐,"Succotash, (corn and limas), cooked, boiled, drained, without salt",5.07,0.8,24.38,,,,,Vegetables and Vegetable Products,Succotash 为玉米和利马豆混合菜，保留英文便于核对
sr_legacy_168478,sr_legacy,168478,玉米利马豆杂烩（succotash），罐装，加奶油风味玉米,"Succotash, (corn and limas), canned, with cream style corn",2.64,0.54,17.61,,,,,Vegetables and Vegetable Products,Succotash 为玉米和利马豆混合菜，保留英文便于核对
sr_legacy_168479,sr_legacy,168479,玉米利马豆杂烩（succotash），罐装，加整粒玉米，含固体和液体,"Succotash, (corn and limas), canned, with whole kernel corn, solids and liquids",2.6,0.49,13.98,,,,,Vegetables and Vegetable Products,Succotash 为玉米和利马豆混合菜，保留英文便于核对
sr_legacy_168480,sr_legacy,168480,玉米利马豆杂烩（succotash），冷冻，未烹调,"Succotash, (corn and limas), frozen, unprepared",4.31,0.89,19.94,,,,,Vegetables and Vegetable Products,Succotash 为玉米和利马豆混合菜，保留英文便于核对
sr_legacy_168481,sr_legacy,168481,玉米利马豆杂烩（succotash），冷冻，煮熟，沥干，不加盐,"Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt",4.31,0.89,19.95,,,,,Vegetables and Vegetable Products,Succotash 为玉米和利马豆混合菜，保留英文便于核对
sr_legacy_168482,sr_legacy,168482,红薯，生，未烹调,"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",1.57,0.05,20.12,,,,,Vegetables and Vegetable Products,
sr_legacy_168483,sr_legacy,168483,红薯，带皮烤熟后取肉，不加盐,"Sweet potato, cooked, baked in skin, flesh, without salt",2.01,0.15,20.71,,,,,Vegetables and Vegetable Products,
sr_legacy_168484,sr_legacy,168484,红薯，去皮煮熟,"Sweet potato, cooked, boiled, without skin",1.37,0.14,17.72,,,,,Vegetables and Vegetable Products,
sr_legacy_168485,sr_legacy,168485,红薯，罐装，真空包装,"Sweet potato, canned, vacuum pack",1.65,0.2,21.12,,,,,Vegetables and Vegetable Products,
sr_legacy_168486,sr_legacy,168486,芋头，熟，不加盐,"Taro, cooked, without salt",0.52,0.11,34.6,,,,,Vegetables and Vegetable Products,
sr_legacy_168487,sr_legacy,168487,芋叶，生,"Taro leaves, raw",4.98,0.74,6.7,,,,,Vegetables and Vegetable Products,
sr_legacy_168488,sr_legacy,168488,芋叶，蒸熟，不加盐,"Taro leaves, cooked, steamed, without salt",2.72,0.41,4.02,,,,,Vegetables and Vegetable Products,
sr_legacy_168489,sr_legacy,168489,芋苗，生,"Taro shoots, raw",0.92,0.09,2.32,,,,,Vegetables and Vegetable Products,
sr_legacy_168490,sr_legacy,168490,竹芋，生,"Arrowroot, raw",4.24,0.2,13.39,,,,,Vegetables and Vegetable Products,
sr_legacy_168491,sr_legacy,168491,茼蒿叶，生,"Chrysanthemum leaves, raw",3.36,0.56,3.01,,,,,Vegetables and Vegetable Products,
sr_legacy_168492,sr_legacy,168492,苋菜叶，熟，水煮，沥干，加盐,"Amaranth leaves, cooked, boiled, drained, with salt",2.11,0.18,4.11,,,,,Vegetables and Vegetable Products,
